StateCode,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
LA,TETCB,1509592,1572683,1588806,1756472,1876431,1843331,1984862,2238323,2424458,2704622,2840721,2901626,3088439,3323191,3414052,3113223,3541481,3942869,4102110,4050965,3914218,3970057,3647798,3442860,3583587,3348558,3507057,3569097,3606859,3763796,3858312,3847059,3965926,4034331,4169781,4209580,4388479,4496403,4227194,4226913,4550603,4009344,4144960,3985998,4189862,4029247,4233509,4286332,4038547,3772869,4077294,4058667,3898854,3834985
MA,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,NUETB,394,9931,8017,11181,14166,11407,12572,14707,13757,12614,13272,15554,16179,55829,32196,41636,40475,39571,60943,66113,35255,47766,46212,66116,11221,65141,25604,11863,11841,31906,53647,46304,49653,45574,40330,47133,55922,45234,59782,47218,57487,53719,60237,51880,61928,57138,60832,53701,61339,56437,61853,53212,61402,45251
MA,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,REPRB,53354,52769,53590,52762,54148,55636,58117,58183,62101,64611,65043,61247,59302,56501,56959,53325,60502,63357,67677,74298,72495,73163,66640,78595,65032,65453,69642,60278,61835,66832,65262,66581,68432,69748,73475,72546,78432,72313,66411,65165,69458,47992,46715,50330,51064,40800,45586,38284,42809,49485,47059,50006,68042,57642
MA,ROPRB,53354,52769,53590,52762,54148,55636,58117,58183,62101,64611,65043,61247,59302,56501,56959,53325,60502,63357,67677,74298,72495,73163,66640,78595,65032,65453,69642,60278,61835,66832,65262,66581,68432,69748,73475,72546,78432,72313,66411,65165,69458,47992,46715,50330,51064,40800,45586,38284,42809,49485,47059,50006,68042,57642
MA,TEPRB,53748,62700,61608,63943,68314,67043,70690,72890,75857,77225,78316,76801,75482,112330,89155,94961,100977,102928,128621,140410,107750,120930,112852,144711,76253,130594,95246,72141,73676,98738,118909,112885,118085,115322,113805,119679,134353,117547,126193,112382,126945,101711,106953,102210,112992,97937,106418,91986,104148,105922,108912,103218,129444,102893
MA,TETCB,1054221,1080062,1112029,1083397,1119766,1245398,1248142,1326510,1373646,1402451,1464439,1493856,1546543,1581640,1475143,1420430,1499312,1486770,1471794,1308594,1246829,1215906,1235051,1232102,1292314,1313714,1383354,1404996,1427431,1459758,1406841,1365847,1432293,1436354,1440767,1424673,1449778,1443288,1423119,1469809,1521865,1517904,1533751,1498323,1497778,1491625,1420303,1459068,1438037,1368798,1408192,1389277,1374949,1442581
MD,CLPRB,18933,19161,20781,29412,28754,30627,30931,33032,36626,34627,40879,41613,41512,40494,51320,59091,65524,70349,69757,62269,89500,107311,93820,79120,100584,74667,97659,99059,82061,84480,88005,95423,83956,84741,92886,94134,103074,103616,100208,94392,110587,111689,125682,124609,129130,126671,122170,53756,65597,53448,58798,65871,54088,45290
MD,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,NGMPB,4154,3657,2526,1669,1411,417,711,635,883,1000,831,219,249,304,136,94,76,83,91,29,69,57,37,32,62,40,21,45,30,35,23,30,34,28,27,23,138,122,65,18,35,33,23,50,35,48,50,36,29,45,44,35,46,33
MD,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48307,70921,117181,108272,105240,119409,127095,114555,127325,126334,105434,135704,105147,124404,28777,13242,94734,111662,129208,117432,135939,127010,138657,139851,139114,144204,142612,126641,142685,152043,153443,144320,150551,153422,152180,146265,150655,142297,149048
MD,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,REPRB,38447,35723,36002,35457,37440,39019,42103,49500,47752,45515,51782,49264,56117,55059,52381,55834,56373,59569,59254,66329,45823,45372,51598,52084,60086,55147,54645,47753,46241,55480,50546,41676,46673,49263,52991,51812,66006,52921,52452,50677,53887,33249,38066,54137,53431,43650,45603,40853,44713,48516,45718,56371,48855,54248
MD,ROPRB,38447,35723,36002,35457,37440,39019,42103,49500,47752,45515,51782,49264,56117,55059,52381,55834,56373,59569,59254,66329,45823,45372,51598,52084,60086,55147,54645,47753,46241,55480,50546,41676,46673,49263,52991,51812,66006,52921,52452,50677,53887,33249,38066,54137,53431,43650,45603,40853,44713,48516,45718,56371,48855,54248
MD,TEPRB,61535,58541,59310,66539,67606,70063,73745,83166,85262,81141,93491,91095,97878,95857,103837,163326,192894,247182,237373,233867,254802,279835,260009,258561,287066,235288,288028,252004,252736,168772,151816,231863,242325,263241,263336,281908,296229,295316,292576,284200,308713,287583,290411,321481,334639,323812,312144,245196,263761,254189,250826,272932,245286,248620
MD,TETCB,697377,700033,748501,775444,823905,860051,900436,915543,969025,1024006,1068020,1104577,1122834,1214681,1123145,1069477,1148222,1129967,1154812,1219360,1156630,1141032,1102252,1120496,1192511,1160115,1182486,1249169,1288414,1320508,1268968,1265310,1253149,1301547,1309851,1326266,1364920,1362738,1366300,1404591,1443736,1434344,1519629,1569272,1551713,1579528,1471471,1506802,1468013,1459618,1469662,1415883,1373282,1403803
ME,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,586,36540,39893,49586,65496,55386,58582,48928,48040,57488,50097,62488,55552,56875,66032,42216,53192,73464,51436,65676,56104,60292,69317,2076,53166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,REPRB,59784,56575,55672,58874,55936,51675,55812,58337,59840,61658,59420,55423,59882,64648,64263,60423,70099,72689,74889,76896,121124,129782,126910,140252,139329,136042,122771,116377,118029,154426,151631,157263,159037,158155,156739,160888,167221,161832,151245,159191,163031,146153,140393,132354,136781,159689,152360,155646,182613,148249,151934,154927,133722,155511
ME,ROPRB,59784,56575,55672,58874,55936,51675,55812,58337,59840,61658,59420,55423,59882,64648,64263,60423,70099,72689,74889,76896,121124,129782,126910,140252,139329,136042,122771,116377,118029,154426,151631,157263,159037,158155,156739,160888,167221,161832,151245,159191,163031,146153,140393,132354,136781,159689,152360,155646,182613,148249,151934,154927,133722,155511
ME,TEPRB,59784,56575,55672,58874,55936,51675,55812,58337,59840,61658,59420,55423,60468,101187,104156,110009,135595,128075,133471,125825,169165,187270,177007,202740,194880,192916,188803,158593,171221,227890,203067,222939,215141,218446,226056,162964,220387,161832,151245,159191,163031,146153,140393,132354,136781,159689,152360,155646,182613,148249,151934,154927,133722,155511
ME,TETCB,232345,244910,237920,241444,242748,232211,244303,256816,271199,288294,302394,353586,380438,378961,354431,324675,380623,396894,384665,363638,381590,380534,426476,391618,418315,423490,444397,433213,484815,479036,457273,460127,480129,484982,486110,466298,481425,483151,453680,454349,490263,445176,446451,450227,462090,458869,450887,450529,455646,410517,411584,411176,376927,407112
MI,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6164,6871,6565,10971,25813,31430,29521,36910,37565,35486,37193
MI,NGMPB,23087,30757,32189,36479,35044,38376,37889,37300,44952,40158,43143,29468,37999,47642,72762,107904,130940,149097,171194,187079,189227,180666,180015,163534,168030,152602,149606,168450,168776,178495,191577,214842,213370,221742,238838,253705,259830,321060,293353,292250,312015,288779,286179,249370,272211,270663,272235,274906,162173,160264,137541,143769,135264,129875
MI,NUETB,0,0,0,1453,2293,2132,3983,5801,4808,4426,4113,4200,22935,32490,4641,79031,109371,110182,143373,164699,173339,188239,166124,178651,152652,142886,129671,150251,188799,225547,228682,283290,197365,299627,147836,256879,281789,229964,131076,152473,196925,278941,324615,291332,318700,343048,303305,330581,329075,228540,309636,344155,293619,302194
MI,PAPRB,92214,109626,99261,92638,90486,85422,82783,79251,75249,70835,67819,68979,75342,84761,104522,141636,176442,191197,201069,202200,196086,189457,182480,184069,177213,158340,148990,150638,134850,125094,114121,101616,90358,80034,70801,66021,62855,58307,52165,45449,45861,42775,41864,37514,34516,33251,33808,32741,36366,36099,40269,40675,43048,44695
MI,REPRB,59100,55209,53745,51374,52769,55858,56828,56539,56320,56624,54309,53960,56203,47225,50587,47458,52481,54719,66270,73877,103039,108231,107422,117776,110270,110639,113125,112079,118354,111826,97990,105365,108481,100479,102464,105722,122462,113750,105963,107957,110519,94173,89228,103332,108794,116860,117168,132202,145114,131276,139172,152385,154286,179045
MI,ROPRB,59100,55209,53745,51374,52769,55858,56828,56539,56320,56624,54309,53960,56203,47225,50587,47458,52481,54719,66270,73877,103039,108231,107422,117776,110270,110639,113125,112079,118354,111826,97990,105365,108481,100479,102464,105722,122462,113750,105963,107957,110519,94173,89228,97168,101923,110295,106196,106389,113684,101755,102261,114820,118800,141852
MI,TEPRB,174400,195592,185195,181944,180592,181788,181483,178890,181329,172043,169385,156607,192479,212117,232513,376029,469234,505196,581905,627854,661692,666593,636041,644030,608164,564468,541392,581418,610778,640962,632370,705113,609575,701882,559938,682328,726935,723081,582558,598129,665319,704668,741886,681549,734221,763823,726516,770430,672728,556179,626619,680985,626217,655809
MI,TETCB,1851832,1876863,1985381,2072876,2140646,2278624,2430563,2490898,2627352,2734316,2702586,2798249,2970385,3060483,2916412,2865849,2984164,2873412,2942668,2923759,2824680,2673249,2525390,2521700,2597439,2635524,2652909,2640525,2812947,2846499,2874111,2807434,2855785,2852969,2873842,2999540,3099998,3100280,3038063,3202952,3201879,3084452,3140414,3179579,3143703,3195795,3026794,3023754,2917189,2693689,2757578,2793248,2694023,2843205
MN,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,390,389,1637,1631,2512,5152,5574,5993,7428,10014,16197,17869,27340,31616,36168,43001,51148,56644,59114,76936,82455,99435,130742,159208,158099,144271,141193
MN,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,NUETB,0,0,0,8,669,1693,1498,1624,167,0,0,15106,38405,35654,48695,107372,109482,120211,126822,125146,109374,112360,112911,128164,90306,122923,116919,120643,130279,115634,128458,126427,116923,125902,127761,139149,127035,113536,122158,139148,135160,123113,142897,139799,138645,133948,137569,137437,135843,129623,140873,125134,125159,111885
MN,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,REPRB,34957,32478,34382,32328,33210,34786,35031,32385,33828,34190,32822,33768,35695,36452,35899,36949,35632,36725,50237,53947,54794,56592,58930,62650,66000,66473,63838,58913,60210,63547,59885,63250,69510,70112,72113,76105,80523,83523,80530,95430,103442,108968,107234,113772,125508,140408,157190,179258,215138,258642,288185,300382,292614,294141
MN,ROPRB,34957,32478,34382,32328,33210,34786,35031,32385,33828,34190,32822,33768,35695,36452,35899,36949,35632,36725,50237,53947,54794,56592,58930,62650,66000,66473,63446,58523,59821,61910,58254,60738,64358,64537,66120,68677,70509,67326,62661,68090,71826,72800,64233,62624,68864,81294,80254,96803,115703,127900,128977,142284,148343,152948
MN,TEPRB,34957,32478,34382,32337,33879,36480,36529,34010,33994,34190,32822,48874,74100,72106,84593,144321,145114,156936,177059,179093,164168,168952,171841,190814,156306,189395,180757,179556,190489,179181,188343,189677,186433,196013,199874,215254,207558,197060,202688,234578,238602,232080,250131,253571,264154,274356,294759,316695,350981,388265,429058,425516,417773,406026
MN,TETCB,723332,728507,766930,775933,816299,865620,922467,929428,991513,1081972,1107966,1148590,1209882,1257820,1237697,1246227,1293754,1257507,1350829,1350909,1224657,1176854,1187761,1190822,1251990,1258541,1246199,1251591,1355430,1392910,1401020,1427757,1441502,1488705,1525256,1609500,1680161,1649720,1626610,1699819,1750762,1722309,1786812,1864859,1865082,1859167,1832700,1895573,1912891,1788968,1857792,1853676,1817637,1859790
MO,CLPRB,61027,62040,61154,67045,68692,75259,75640,78047,67679,69706,93905,85226,96102,90591,89431,107200,116535,124884,111454,127372,108671,98847,109485,101740,137916,113903,96700,88550,88035,70849,55957,48500,61054,14138,19038,12532,15711,8755,8253,8621,9475,8022,5310,11380,12385,12954,8549,5290,5413,9626,9816,10075,9197,9101
MO,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,3501,4684,7705,8245,13458,16457,22455,30874,35837,37534,35950,33677,34464
MO,NGMPB,76,91,93,101,109,85,0,122,14,127,88,22,9,33,33,30,29,20,0,0,0,0,0,0,4,4,4,4,4,4,7,15,27,14,8,17,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978,85290,75854,65615,94731,88307,84635,104624,84647,88038,104588,86597,93376,93970,89349,89730,104205,87557,87605,101089,81658,83807,105567,98302,98025,107175,94027,98062,112317,87428
MO,PAPRB,435,418,319,307,377,423,563,435,377,389,383,383,348,348,325,331,354,348,313,528,754,1311,1172,1560,1653,1409,638,638,905,771,847,864,829,783,713,696,667,661,539,534,545,528,551,505,510,499,505,464,574,615,847,684,1015,1154
MO,REPRB,41442,45068,40239,33299,31229,35404,33010,31558,39086,39601,33344,30407,29355,43807,44031,40414,39537,37981,49657,55940,30880,30527,43880,44037,47028,62419,49316,40796,43057,36266,40962,30541,34759,49985,35900,36256,30772,30758,37403,32503,21685,32933,35232,31609,40847,52358,42470,60598,81702,93695,93608,88888,80603,94046
MO,ROPRB,41442,45068,40239,33299,31229,35404,33010,31558,39086,39601,33344,30407,29355,43807,44031,40414,39537,37981,49657,55940,30880,30527,43880,44037,47028,62419,49316,40796,43057,36266,40962,30541,34759,49985,35900,36256,30772,30758,37403,32503,20291,29432,30548,23904,32602,38899,26012,38143,50828,57857,56074,52937,46926,59582
MO,TEPRB,102979,107617,101804,100752,100407,111172,109212,110162,107156,109822,127720,116039,125813,134779,133820,147975,156456,163233,161424,183840,140305,130685,154537,147337,196579,263026,222511,195604,226732,196197,182409,184544,181317,152957,160247,136098,140551,134149,135545,131388,135911,129040,128698,144583,135401,149618,157091,164655,185714,211110,198297,197708,203132,191729
MO,TETCB,899995,898823,939955,954454,989411,1043155,1102479,1132508,1211277,1265666,1309319,1326892,1383552,1418803,1399150,1412688,1471776,1505957,1556417,1530708,1422939,1364764,1362282,1365210,1382988,1405948,1407869,1430989,1500396,1511963,1483661,1517242,1507609,1620009,1631745,1688997,1774651,1771635,1816700,1856574,1797015,1830594,1845058,1850774,1861773,1949854,1933453,1986029,1953100,1851764,1925111,1864651,1793469,1857005
MS,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,10161,6804,25966,37626,36619,36231,38844,36159,28807,35109,41586,28822,30537,37197
MS,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,7415,7766,7583,5959,0
MS,NGMPB,179776,179844,177475,184288,189090,173884,163280,145399,140765,136787,131364,123991,108502,103621,81899,76977,73238,85660,109596,149603,180993,187304,173414,156362,163680,148989,145122,142979,127575,106366,98506,112041,96688,83213,66249,98641,106916,111421,113812,123615,109481,136220,144014,157903,87941,78340,85443,96146,115553,117636,104278,100401,65376,60897
MS,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,46014,43233,80577,101592,82824,78541,95750,85587,83019,100493,84196,96886,113467,96418,88075,111534,103635,105041,113625,106707,105172,108718,98164,98215,115033,100791,108164,76456,113523
MS,PAPRB,299703,317190,323135,339990,329307,325861,320317,331453,340506,372841,377690,371583,354380,325392,294518,270361,267218,249528,243739,216497,208481,198383,191673,182439,190101,177718,173983,162997,159807,158937,156797,156919,146056,131155,116719,115478,113152,122015,127780,104116,115095,113262,112352,111946,111604,102631,100665,119898,128203,137066,139664,140453,140093,141201
MS,REPRB,46565,45532,44673,39154,38448,37759,37816,34261,35452,34609,33527,32841,32432,32195,31279,31152,34819,36230,37576,37510,38097,41070,44643,45071,50468,50892,49196,45439,47412,76403,84868,89510,90830,92435,94862,94192,85740,84292,64176,65132,75390,56086,49642,45347,61253,62681,63077,63591,47436,53661,62394,63290,75198,56503
MS,ROPRB,46565,45532,44673,39154,38448,37759,37816,34261,35452,34609,33527,32841,32432,32195,31279,31152,34819,36230,37576,37510,38097,41070,44643,45071,50468,50892,49196,45439,47412,76403,84868,89510,90830,92435,94862,94192,85740,84292,64176,65132,75390,56086,49642,45347,61253,62681,63077,63591,46824,46246,54629,55707,69240,56503
MS,TEPRB,526044,542566,545284,563432,556844,537504,521412,511113,516724,544237,542581,528415,495315,461208,407696,378491,375274,371417,390911,403610,427571,426758,409729,383872,406037,423612,411534,431993,436387,424531,418712,454220,419161,389822,378323,392507,402694,431194,402186,381140,421660,416007,437015,466448,404123,385056,396746,413958,418214,458505,448713,441130,387661,409322
MS,TETCB,405348,411792,438747,473778,513844,512033,566820,580000,645589,684917,747068,786263,830943,848196,817560,772268,779228,819541,849593,877896,834180,818086,814504,820110,858995,837429,846519,868908,917728,959484,1029011,1054900,1079624,1088410,1101849,1129109,1154803,1153277,1145323,1240027,1247590,1135374,1177567,1209871,1212634,1168366,1212773,1225210,1167044,1116151,1181185,1156430,1148325,1141822
MT,CLPRB,5587,6622,6818,6122,6176,6497,7479,6622,9264,18385,61526,126087,146739,191993,256114,397118,471445,487861,476422,585822,535551,605809,499797,524278,591908,597846,610004,617562,693998,677753,678342,688453,704046,649268,752552,712989,689154,740072,773038,741898,696895,708173,676052,665901,721570,726845,754967,778069,794235,703719,797035,746650,660148,753246
MT,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,105,197,235,252,266,291,292,275,230,269,240,0,249,211,75,114,113,86,81,65,58,34,0,0,0,0,0,0,0,0,0,0
MT,NGMPB,38716,39276,34704,34786,29181,32561,35550,29967,22375,47766,49476,35196,36152,59706,57694,43083,44516,48350,47414,55021,54493,58964,59355,54467,53766,54837,48603,49348,54879,54287,53808,55390,56686,56822,52706,52792,53450,54702,59805,63322,72029,83952,88824,89011,100308,114087,117012,121313,116780,102057,90742,77785,70934,67974
MT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,PAPRB,175392,179255,183558,179046,177753,190112,205204,202762,281068,254933,219698,200674,196643,200796,200413,190495,190321,189544,176709,173751,171587,178715,179342,169505,172614,172654,157018,145342,135360,121545,114898,113558,107196,101198,95862,95874,92330,90051,95601,86635,89482,92336,98542,112636,143364,190165,210505,202461,183257,161443,146931,140105,153671,169876
MT,REPRB,69936,76550,74894,70429,79375,95505,90332,98163,100651,106143,98397,107251,104348,84637,106573,112007,135822,97331,132188,119406,114608,131005,126659,135686,130528,120930,133914,111156,103886,110933,123487,142368,95905,108980,94511,127549,158573,153337,128312,157030,113792,80567,108640,100368,101505,113988,122232,117737,123114,113786,113453,139613,123965,114118
MT,ROPRB,69936,76550,74894,70429,79375,95505,90332,98163,100651,106143,98397,107251,104348,84637,106573,112007,135822,97331,132188,119406,114608,130973,126554,135489,130293,120678,133648,110865,103594,110658,123257,142099,95666,108980,94262,127338,158498,153222,128199,156945,113711,80502,108582,100335,101505,113988,122232,117737,123114,113786,113453,139613,123965,114118
MT,TEPRB,289631,301703,299975,290384,292485,324676,338565,337515,413358,427227,429097,469208,483883,537131,620795,742703,842103,823086,832732,933999,876240,974493,865152,883936,948816,946268,949539,923408,988124,964517,970535,999769,963833,916268,995632,989205,993508,1038162,1056757,1048885,972198,965029,972058,967916,1066747,1145085,1204715,1219581,1217385,1081005,1148161,1104152,1008719,1105214
MT,TETCB,227499,241726,248319,252561,263855,258879,275687,260382,280484,314319,322800,333954,342408,347684,351959,345422,365146,361119,383381,397210,360295,337227,317061,323494,359548,370297,352625,329322,341867,351858,347551,352433,346155,364541,368598,388537,394686,365490,388077,393356,407499,355873,379141,377147,399115,419571,439197,470129,457229,422270,395299,394772,388401,401177
NC,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15477,27744,60997,108501,74080,62997,68894,101057,134819,219376,205037,214610,298644,309008,309152,274130,317795,238255,249564,338080,377308,354142,340563,406822,392121,408054,394485,413784,426332,418065,417249,417016,420029,415742,427226,425810,424073,412722,420486
NC,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,REPRB,127507,120692,127402,116481,131745,123608,114335,118616,117146,119495,111796,128148,135756,142789,139607,139828,136973,146565,159172,191639,135910,108155,143303,149635,159880,136770,114112,134887,115314,167665,168723,137285,159701,157310,186811,168716,171376,164824,159633,139737,136241,127355,125233,181559,139805,145290,136650,112722,142773,148623,150402,148854,148294,186062
NC,ROPRB,127507,120692,127402,116481,131745,123608,114335,118616,117146,119495,111796,128148,135756,142789,139607,139828,136973,146565,159172,191639,135910,108155,143303,149635,159880,136770,114112,134887,115314,167665,168723,137285,159701,157310,186811,168716,171376,164824,159633,139737,136241,127355,125233,181559,139805,145290,136650,112722,142773,148623,150402,148854,148294,186062
NC,TEPRB,127507,120692,127402,116481,131745,123608,114335,118616,117146,119495,111796,128148,135756,142789,139607,155305,164716,207562,267673,265719,198907,177049,244359,284453,379256,341806,328722,433531,424322,476816,442853,455081,397957,406874,524891,546024,525518,505386,566455,531858,544295,521839,539016,607891,557870,562539,553666,532751,558514,575849,576212,572926,561015,606548
NC,TETCB,826737,859225,903059,930431,967443,1000841,1090025,1138029,1211187,1281143,1342825,1404067,1480452,1551365,1502143,1459181,1558946,1634286,1665913,1730984,1667857,1629974,1592522,1669407,1800581,1797484,1880347,1966658,2044988,2064847,2055660,2035475,2130093,2217663,2245379,2358192,2444167,2421893,2465583,2474707,2589722,2536198,2558566,2577362,2651029,2678837,2623293,2688110,2701332,2561610,2682022,2559649,2472937,2524087
ND,CLPRB,33074,35706,35798,31423,34541,35785,46408,54437,58773,61615,73862,79573,86869,93710,100561,110869,144839,157574,184269,199468,223718,237961,235316,251138,286337,351049,335150,328641,389431,386817,387651,386837,413528,417344,422529,395209,393533,389550,392568,407886,408363,398430,401823,402709,392966,392566,397481,385056,387403,391800,377669,367624,366826,369479
ND,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1068,2006,2395,2568,2714,2967,2976,2805,2349,2747,2444,2791,2992,2896,1197,2128,2523,2353,2841,3131,4287,5049,4604,4399,4411,19010,21278,35769,49985,53083,49522,49961
ND,NGMPB,24950,25740,32214,42001,44437,45656,59657,51816,52534,43012,44679,42322,40104,34344,36439,29521,36269,33612,35009,24651,52591,54946,66845,86298,88975,93363,70747,80510,74725,65663,66701,68469,69023,74852,71970,62154,61463,64295,65184,65927,65274,68300,69107,67696,68336,67792,71291,76847,68752,80356,107523,130513,230936,317911
ND,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,PAPRB,127554,137182,146050,145174,149240,152830,157331,146827,145232,131677,127588,125587,119619,117363,114243,118622,126005,134983,143910,179301,233955,263459,274172,294002,305382,294971,264642,239836,228189,213115,212959,208168,190785,179307,159935,170143,187439,207826,206260,190716,189770,183808,178657,170584,180682,206915,231669,261708,364124,462422,655771,887481,1414220,1820649
ND,REPRB,11880,15420,14054,15915,20014,26438,20421,29255,26339,31071,29922,34285,32507,25135,28922,35262,34411,21338,31963,28886,28555,26037,30380,29454,30082,28393,30017,26159,25131,25388,22169,23205,22246,19321,24581,30985,36360,38466,28369,31608,27268,20662,23405,26159,25923,23400,26087,40688,52894,82231,112786,132773,126615,123975
